Country Code,Country,Income Type,Region,Source,Classification,Approval Date,Last Updated,Project Title,Project ID,Total Committed Amount (original currency mn),x : USD,Total Amount Committed (USD mn),Loan Amount Committed (USD mn),Grant Amount Committed (USD mn),Grant Portion,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Apr-16,May-16,Jun-16,Aug-16,Sep-16,Total Disbursed,Comment,Press release/project website,Additional source,potential_duplication
NPL,Nepal,Low income,South Asia,"United Arab Emirates, Government of",,2015-05-08,2015-07-20,"In-Kind - Providing 15,000 packets of personal health supplies (RCA-2015-001)",RCA-2015-001,0.3453,3.673014,0.09401,,0.09401,1,0,0.09401,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09401,,,,FALSE
NPL,Nepal,Low income,South Asia,"United Arab Emirates, Government of",,2015-05-09,2015-06-18,In-Kind - Providing clothing items - 9105 jackets (RCA-2015-004),RCA-2015-004,0.188109,3.673,0.051214,,0.051214,1,0,0.051214,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051214,,,,FALSE
NPL,Nepal,Low income,South Asia,"United Arab Emirates, Government of",,2015-05-09,2015-06-18,In-Kind - Providing shelter items - 6600 tarpaulin tent (RCA-2015-003),RCA-2015-003,0.175296,3.672967,0.047726,,0.047726,1,0,0.047726,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047726,,,,FALSE
NPL,Nepal,Low income,South Asia,"United Arab Emirates, Government of",,2015-05-09,2015-06-18,In-Kind - Providing shelter items - 9800 blankets (RCA-2015-005),RCA-2015-005,0.260288,3.673012,0.070865,,0.070865,1,0,0.070865,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070865,,,,FALSE
NPL,Nepal,Low income,South Asia,"United Arab Emirates, Government of",,2015-05-09,2015-06-18,"In-Kind - Providing 31,150 food parcels (RCA-2015-006)",RCA-2015-006,1.103022,3.673006,0.300305,,0.300305,1,0,0.300305,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300305,,,,FALSE
NPL,Nepal,Low income,South Asia,"New Zealand, Government of",,2015-05-10,2015-05-20,Contribution to Triyog NZ Trust to assist their partner with household repairs.,"",0.02,1.298,0.015408,,0.015408,1,0,0.015408,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015408,,,,FALSE
NPL,Nepal,Low income,South Asia,"United Arab Emirates, Government of",,2015-05-10,2015-06-18,In-Kind - Providing 453 boxes of drinking water (RCA-2015-007),RCA-2015-007,0.002405,3.671756,0.000655,,0.000655,1,0,0.000655,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000655,,,,FALSE
NPL,Nepal,Low income,South Asia,"United Arab Emirates, Government of",,2015-05-10,2015-06-18,In-Kind - Providing shelter items - 5000 floor mattresses (RCA-2015-008),RCA-2015-008,0.0286,3.672788,0.007787,,0.007787,1,0,0.007787,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007787,,,,FALSE
NPL,Nepal,Low income,South Asia,"United Arab Emirates, Government of",,2015-05-10,2015-06-18,In-Kind - Providing 2000 kitchen sets and utensils (RCA-2015-009),RCA-2015-009,0.183,3.673002,0.049823,,0.049823,1,0,0.049823,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049823,,,,FALSE
NPL,Nepal,Low income,South Asia,"United Arab Emirates, Government of",,2015-05-10,2017-11-21,In-Kind - Logistical and administrative expenses (RCA-2015-010),RCA-2015-010,0.71398,3.673001,0.194386,,0.194386,1,0,0.194386,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194386,,,,FALSE
NPL,Nepal,Low income,South Asia,European Commission's Humanitarian Aid and Civil Protection Department,,2015-05-11,2015-06-03,Natural disasters / Humanitarian coordination and advocacy in response to the earthquake in Nepal [OCT 4848-50] (ECHO/-SA/BUD/2015/91025),"ECHO/-SA/BUD/2015/91025, [EDRIS:-32667]",0.2,0.904,0.221239,,0.221239,1,0,0.221239,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221239,,,,FALSE
NPL,Nepal,Low income,South Asia,"Norway, Government of",,2015-05-11,2015-05-11,Education,"",5,7.562,0.661201,,0.661201,1,0,0.661201,0,0,0,0,0,0,0,0,0,0,0,0,0,0.661201,,,,FALSE
NPL,Nepal,Low income,South Asia,"Norway, Government of",,2015-05-11,2015-05-11,"Emergency relief, food, shelter, protection","",5,7.562,0.661201,,0.661201,1,0,0.661201,0,0,0,0,0,0,0,0,0,0,0,0,0,0.661201,,,,FALSE
NPL,Nepal,Low income,South Asia,"Norway, Government of",,2015-05-11,2015-12-01,"QZA-13/0584-37/Emergency relief, protection, food, shelter",QZA-13/0584-37,2,7.562,0.26448,,0.26448,1,0,0.26448,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26448,,,,FALSE
NPL,Nepal,Low income,South Asia,"Norway, Government of",,2015-05-11,2015-05-11,"Emergency relief, health","",2.5,7.562,0.3306,,0.3306,1,0,0.3306,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3306,,,,FALSE
NPL,Nepal,Low income,South Asia,"Norway, Government of",,2015-05-11,2015-09-28,"QZA-11/0895-92/Nepal Emergency relief, food, shelter, health",QZA-11/0895-92,2.5,7.562,0.3306,,0.3306,1,0,0.3306,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3306,,,,FALSE
NPL,Nepal,Low income,South Asia,"Sweden, Government of",,2015-05-11,2015-05-13,Child protection,[EDRIS:71080],1.990976,8.385,0.237445,,0.237445,1,0,0.237445,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237445,,,,FALSE
NPL,Nepal,Low income,South Asia,"Sweden, Government of",,2015-05-11,2015-05-13,Immediate food security and early recovery livelihood recovering,[EDRIS:71079],4.920451,8.385,0.586816,,0.586816,1,0,0.586816,0,0,0,0,0,0,0,0,0,0,0,0,0,0.586816,,,,FALSE
NPL,Nepal,Low income,South Asia,"Sweden, Government of",,2015-05-11,2015-05-13,Secondment of IT-experts to WFP,[EDRIS:71060],0.765,8.385,0.091234,,0.091234,1,0,0.091234,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091234,,,,FALSE
NPL,Nepal,Low income,South Asia,"United States of America, Government of",,2015-05-11,2015-07-03,Additional Pledged Humanitarian Assistance,"",,,3,,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,FALSE
NPL,Nepal,Low income,South Asia,"Italy, Government of",,2015-05-11,2015-05-18,"Humanitarian flight from Dubai: Dispatch to Kathmandu of 16 tons of relief items (blankets, jerry cans, tents, health kits) to assist earthquake –affected people in Nepal (through UNHRD)",[EDRIS:71180],0.16,0.904,0.176991,,0.176991,1,0,0.176991,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176991,,,,FALSE
NPL,Nepal,Low income,South Asia,"Sweden, Government of",,2015-05-11,2015-05-27,Civil Military Coordination Support to EUCP,[EDRIS:71519],0.0315,8.385,0.003757,,0.003757,1,0,0.003757,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003757,,,,FALSE
NPL,Nepal,Low income,South Asia,"Germany, Government of",,2015-05-11,2015-08-18,Emergency humanitarian assistance for the affected population of the earthquake in Nepal - Water/sanitation  (AA-S05 321.50 NPL 03/15),"AA-S05 321.50 NPL 03/15, [EDRIS:71379]",0.616867,0.904,0.682375,,0.682375,1,0,0.682375,0,0,0,0,0,0,0,0,0,0,0,0,0,0.682375,,,,FALSE
NPL,Nepal,Low income,South Asia,"Sweden, Government of",,2015-05-11,2015-07-02,"Earthquake Relief Response - Emergency Food Security and Livelihoods, Dhading and Nuwakot","",,,0.55,,0.55,1,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,,,,FALSE
NPL,Nepal,Low income,South Asia,"Sweden, Government of",,2015-05-11,2015-07-07,2 Civil/Military Coordination Officers to UNDAC,[EDRIS:71961],0.79,8.385,0.094216,,0.094216,1,0,0.094216,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094216,,,,FALSE
NPL,Nepal,Low income,South Asia,Private (individuals & organizations),,2015-05-12,2015-06-18,Private sector contributions to the Nepal earthquake,"",,,33.175,,33.175,1,0,33.175,0,0,0,0,0,0,0,0,0,0,0,0,0,33.175,,,,FALSE
NPL,Nepal,Low income,South Asia,"Australia, Government of",,2015-05-12,2015-05-12,"Emergency relief for water, sanitation, child and maternal health and shelter (World Vision, Save the Children, Caritas, Care, Plan, Oxfam)","",1.5,1.245,1.204819,,1.204819,1,0,1.204819,0,0,0,0,0,0,0,0,0,0,0,0,0,1.204819,,,,FALSE
NPL,Nepal,Low income,South Asia,"Australia, Government of",,2015-05-12,2017-11-21,Provision of Humanitarian Air Services in Nepal,"",1,1.245,0.803213,,0.803213,1,0,0.803213,0,0,0,0,0,0,0,0,0,0,0,0,0,0.803213,,,,FALSE
NPL,Nepal,Low income,South Asia,"Australia, Government of",,2015-05-12,2015-07-29,Ensuring lifesaving sexual reproductive health services (SRH) in earthquake affected districts,"",0.126499,1.245,0.101606,,0.101606,1,0,0.101606,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101606,,,,FALSE
NPL,Nepal,Low income,South Asia,"Australia, Government of",,2015-05-12,2015-05-12,Disaster experts - United Nations Disaster and Assessment Centre,"",0.02,1.245,0.016064,,0.016064,1,0,0.016064,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016064,,,,FALSE
NPL,Nepal,Low income,South Asia,Turkish Red Crescent Society,,2015-05-12,2015-05-18,"in kind - inflatable tents 5 pieces/56m2 inflatable tents,5 kgs  (Air)","",0.05628,2.66,0.021158,,0.021158,1,0,0.021158,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021158,,,,FALSE
NPL,Nepal,Low income,South Asia,"Italy, Government of",,2015-05-12,2015-05-21,"Multilateral contribution to support IOM emergency response to the earthquake in Nepal to ensure an effective response to meet the needs of the most affected and vulnerable families, including those outside the Kathmandu Valley in hard-to-reach areas, through interventions in support of the Clusters for Camp Coordination and Camp Management, Shelter and Non-Food Items, Health, Protection, Logistics and Early Recovery - Assisted Referral and Discharge, Public Health in Camps and Psycho-social Support for IDPs affected by Nepal Earthquake",[EDRIS:71181],0.2,0.904,0.221239,,0.221239,1,0,0.221239,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221239,,,,FALSE
NPL,Nepal,Low income,South Asia,"Italy, Government of",,2015-05-12,2017-11-21,"Multilateral contribution to support FAO emergency assistance for restoration of earthquake affected agriculture system in central Nepal , in order to increase resiliency of smallholder farmers to safeguard their food security and livelihoods. (NPL-15/A/80317/R)","NPL-15/A/80317/R, [EDRIS:71179]",0.48249,0.904,0.533728,,0.533728,1,0,0.533728,0,0,0,0,0,0,0,0,0,0,0,0,0,0.533728,,,,FALSE
NPL,Nepal,Low income,South Asia,"Italy, Government of",,2015-05-12,2015-05-21,"Multilateral contribution to support IOM emergency response to the earthquake in Nepal to ensure an effective response to meet the needs of the most affected and vulnerable families, including those outside the Kathmandu Valley in hard-to-reach areas, through interventions in support of the Clusters for Camp Coordination and Camp Management, Shelter and Non-Food Items, Health, Protection, Logistics and Early Recovery - Emergency Debris Removal and Management for clearing access to humanitarian assistance",[EDRIS:71181],0.2,0.904,0.221239,,0.221239,1,0,0.221239,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221239,,,,FALSE
NPL,Nepal,Low income,South Asia,"Sweden, Government of",,2015-05-12,2015-05-26,"WASH Cluster Sub national IMO, UNICEF",[EDRIS:71482],0.4,8.385,0.047704,,0.047704,1,0,0.047704,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047704,,,,FALSE
NPL,Nepal,Low income,South Asia,"Sweden, Government of",,2015-05-12,2015-05-27,Improved coordination through IMO support to UNDP,[EDRIS:71520],0.82,8.385,0.097794,,0.097794,1,0,0.097794,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097794,,,,FALSE
NPL,Nepal,Low income,South Asia,"Australia, Government of",,2015-05-12,2015-06-08,IFRC Nepal Appeal,"",1,1.245,0.803213,,0.803213,1,0,0.803213,0,0,0,0,0,0,0,0,0,0,0,0,0,0.803213,,,,FALSE
NPL,Nepal,Low income,South Asia,"Australia, Government of",,2015-05-12,2015-07-29,Life-saving GBV response through multi-sectoral services and protection of vulnerable women and girls,"",0.3735,1.245,0.3,,0.3,1,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,,,,FALSE
NPL,Nepal,Low income,South Asia,Central Emergency Response Fund,,2015-05-05,2016-01-29,Emergency shelter/non-food item and Camp Coordination and Camp Management (CCCM) support for populations affected by 2015 Earthquake in Nepal,15-RR-IOM-017:npl-15-15/s-nf/80078/6491,,,2.877855,,2.877855,1,0,2.877855,0,0,0,0,0,0,0,0,0,0,0,0,0,2.877855,,,,FALSE
NPL,Nepal,Low income,South Asia,Central Emergency Response Fund,,2015-05-06,2015-05-21,Addressing health needs in the earthquake affected population,15-RR-FPA-016:npl-15-15/h/80077/6491,,,0.49969,,0.49969,1,0,0.49969,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49969,,,,FALSE
NPL,Nepal,Low income,South Asia,"Norway, Government of",,2015-05-13,2015-09-28,QZA-15/0215-1/Strengthening Humanitarian Coordination and Advocacy in Nepal (OCT 4744),[OCT 4744];[QZA-15/0215],3,7.562008,0.39672,,0.39672,1,0,0.39672,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39672,,,,FALSE
NPL,Nepal,Low income,South Asia,World Health Organization,,2015-05-13,2015-05-13,Addressing health needs in the earthquake affected population,"",,,0.5,,0.5,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,,,,FALSE
NPL,Nepal,Low income,South Asia,GlobalGiving,,2015-05-13,2015-05-18,"GlobalGiving’s Nepal Earthquake Relief Fund supports 69 vetted, locally driven nonprofits responding to the tragedy in Nepal. GlobalGiving’s Nepal Earthquake Relief Fund fuels both the immediate work of first responders as well as long-term recovery efforts by local organizations .","",,,3,,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,FALSE
NPL,Nepal,Low income,South Asia,"China, Government of",,2015-05-13,2015-05-18,"in kind - third round of relief aid supplies including rain Tarpaulins, tents, family health package","",80,6.199,12.905307,,12.905307,1,0,12.905307,0,0,0,0,0,0,0,0,0,0,0,0,0,12.905307,,,,FALSE
NPL,Nepal,Low income,South Asia,"Germany, Government of",,2015-05-13,2015-07-03,Support and coordination in the areas of logistics and telecommunications after earthquake (AA-S05 321.50 NPL 01/15),"AA-S05 321.50 NPL 01/15, [EDRIS:71164]",1,0.904,1.106195,,1.106195,1,0,1.106195,0,0,0,0,0,0,0,0,0,0,0,0,0,1.106195,,,,FALSE
NPL,Nepal,Low income,South Asia,European Commission's Humanitarian Aid and Civil Protection Department,,2015-05-13,2015-08-11,Natural disasters / Provision of emergency relief to most vulnerable earthquake-affected populations in Nepal (ECHO/-SA/BUD/2015/91028),"ECHO/-SA/BUD/2015/91028, [EDRIS:-32694]",0.45,0.904,0.497788,,0.497788,1,0,0.497788,0,0,0,0,0,0,0,0,0,0,0,0,0,0.497788,,,,FALSE
NPL,Nepal,Low income,South Asia,European Commission's Humanitarian Aid and Civil Protection Department,,2015-05-13,2015-05-20,Natural disasters / Emergency relief for earthquake affected population in eastern Nepal (ECHO/-SA/BUD/2015/91027),"ECHO/-SA/BUD/2015/91027, [EDRIS:-32692]",0.5,0.904,0.553097,,0.553097,1,0,0.553097,0,0,0,0,0,0,0,0,0,0,0,0,0,0.553097,,,,FALSE
NPL,Nepal,Low income,South Asia,"Sweden, Government of",,2015-05-13,2015-05-27,UNDP Debris Management Team Nepal,[EDRIS:71521],4.18,8.385,0.498509,,0.498509,1,0,0.498509,0,0,0,0,0,0,0,0,0,0,0,0,0,0.498509,,,,FALSE
NPL,Nepal,Low income,South Asia,UNICEF National Committee/Poland,,2015-05-13,2015-11-10,to be allocated to specific projects,"",,,0.573031,,0.573031,1,0,0.573031,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573031,,,,FALSE
NPL,Nepal,Low income,South Asia,"Sweden, Government of",,2015-05-13,2017-11-21,IHP Basecamp - WFP,[EDRIS:72743],14,8.385,1.669648,,1.669648,1,0,1.669648,0,0,0,0,0,0,0,0,0,0,0,0,0,1.669648,,,,FALSE
NPL,Nepal,Low income,South Asia,Central Emergency Response Fund,,2015-05-04,2017-11-21,Provision of Humanitarian Air Services and Logistics Augmentation in Nepal,15-RR-WFP-032:NPL-15/CSS/80088/R/6491,,,2,,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,FALSE
NPL,Nepal,Low income,South Asia,Community Chest Korea,,2015-05-14,2015-05-18,"Provision of Emergency Shelter and Non-Food Items (NFI) and Structural Assessment Support to Earthquake Affected Population in Nepal for 25,000 Vulnerable Households and Structural Assessments for 5000 buildings","",,,0.35,,0.35,1,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,,,,FALSE
NPL,Nepal,Low income,South Asia,"Japan, Government of",,2015-05-14,2015-05-21,"Provision of Emergency Shelter and Non-Food Items (NFI) and Structural Assessment Support to Earthquake Affected Population in Nepal for 25,000 Vulnerable Households and Structural Assessments for 5000 buildings","",195.792184,119.12,1.643655,,1.643655,1,0,1.643655,0,0,0,0,0,0,0,0,0,0,0,0,0,1.643655,,,,FALSE
NPL,Nepal,Low income,South Asia,"Japan, Government of",,2015-05-14,2015-07-29,Ensuring lifesaving sexual reproductive health services (SRH) in earthquake affected districts,"",73.584236,119.12,0.617732,,0.617732,1,0,0.617732,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617732,,,,FALSE
NPL,Nepal,Low income,South Asia,"Japan, Government of",,2015-05-14,2017-11-21,Camp Coordination and Camp Management for Earthquake-Displaced Persons in Nepal,"",42.448086,119.1208,0.356345,,0.356345,1,0,0.356345,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356345,,,,FALSE
NPL,Nepal,Low income,South Asia,"Switzerland, Government of",,2015-05-14,2015-07-29,Life-saving GBV response through multi-sectoral services and protection of vulnerable women and girls,"",,,0.274262,,0.274262,1,0,0.274262,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274262,,,,FALSE
NPL,Nepal,Low income,South Asia,"Australia, Government of",,2015-05-14,2015-07-02,"Earthquake Relief Response - WASH, Kathmandu Valley and Sindhupalchowk","",0.64,1.245,0.514056,,0.514056,1,0,0.514056,0,0,0,0,0,0,0,0,0,0,0,0,0,0.514056,,,,FALSE
NPL,Nepal,Low income,South Asia,"Spain, Government of",,2015-05-14,2015-07-27,Provide psychosocial support and community-based protection to vulnerable children affected by the earthquake in Nepal (NPL-15/P-HR-RL/80350/R),"NPL-15/P-HR-RL/80350/R, [EDRIS:72222]",0.2,0.918,0.217865,,0.217865,1,0,0.217865,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217865,,,,FALSE
NPL,Nepal,Low income,South Asia,"Japan, Government of",,2015-05-14,2015-07-29,Life-saving GBV response through multi-sectoral services and protection of vulnerable women and girls,"",45.535764,119.12,0.382268,,0.382268,1,0,0.382268,0,0,0,0,0,0,0,0,0,0,0,0,0,0.382268,,,,FALSE
NPL,Nepal,Low income,South Asia,"Ireland, Government of",,2015-05-15,2016-07-22,Airlifts from UN Humanitarian Response Depots in Dubai and Kuala Lumpur of 114 metric tonnes (in total)of Irish Aid's stockpiled emergency relief items and distribution to earthquake affected families  (UNHRD 2015),"UNHRD 2015, [EDRIS:70813]",0.499619,0.904,0.552676,,0.552676,1,0,0.552676,0,0,0,0,0,0,0,0,0,0,0,0,0,0.552676,,,,FALSE
NPL,Nepal,Low income,South Asia,"Ireland, Government of",,2015-05-15,2016-07-22,Airlifts from UN Humanitarian Response Depots in Dubai and Kuala Lumpur of 114 metric tonnes (in total)of Irish Aid's stockpiled emergency relief items and distribution to earthquake affected families  (UNHRD 2015),"UNHRD 2015, [EDRIS:70813]",0.510078,0.904,0.564246,,0.564246,1,0,0.564246,0,0,0,0,0,0,0,0,0,0,0,0,0,0.564246,,,,FALSE
NPL,Nepal,Low income,South Asia,Turkish Red Crescent Society,,2015-05-17,2015-05-18,"in kind - tarpaulins 1,000 pieces tarpaulins,1000 kgs  (Air)","",0.0365,2.66,0.013722,,0.013722,1,0,0.013722,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013722,,,,FALSE
NPL,Nepal,Low income,South Asia,"Korea, Republic of, Government of",,2015-05-18,2015-05-21,Strengthening Humanitarian Coordination and Advocacy in Nepal  (OCT4853),[OCT 4853];[KGV/97/2015],,,0.2,,0.2,1,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,,,,FALSE
NPL,Nepal,Low income,South Asia,"Japan, Government of",,2015-05-18,2015-05-29,to be allocated to specific projects,"",357.36,119.12,3,,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,FALSE
NPL,Nepal,Low income,South Asia,"Japan, Government of",,2015-05-18,2015-05-19,Emergency Debris Removal and Management for clearing access to humanitarian assistance,"",119.12,119.12,1,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,FALSE
NPL,Nepal,Low income,South Asia,"Japan, Government of",,2015-05-18,2015-05-19,Coordinated response to live saving shelters for in-situ spontaneous settlements occupied by locally displaced most vulnerable households before monsoon,"",95.296,119.12,0.8,,0.8,1,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,,,,FALSE
NPL,Nepal,Low income,South Asia,"Japan, Government of",,2015-05-18,2017-11-21,Provision of Humanitarian Air Services in Nepal,"",59.56,119.12,0.5,,0.5,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,,,,FALSE
NPL,Nepal,Low income,South Asia,"Japan, Government of",,2015-05-18,2015-05-19,Emergency aid grant,"",357.36,119.12,3,,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,FALSE
NPL,Nepal,Low income,South Asia,"United States of America, Government of",,2015-05-18,2015-09-03,"ERMS, Logistics Support and Relief Commodities, Shelter and Settlements, WASH (USAID/OFDA)","",,,1.81919,,1.81919,1,0,1.81919,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81919,,,,FALSE
NPL,Nepal,Low income,South Asia,European Commission's Humanitarian Aid and Civil Protection Department,,2015-05-18,2015-11-16,Natural disasters / Nepal Earthquake - Emergency life-saving response to the most vulnerable in Dhading and Sindhupalchok Districts (ECHO/-SA/BUD/2015/91030),"ECHO/-SA/BUD/2015/91030, [EDRIS:-32699]",0.6,0.904,0.663717,,0.663717,1,0,0.663717,0,0,0,0,0,0,0,0,0,0,0,0,0,0.663717,,,,FALSE
NPL,Nepal,Low income,South Asia,"Netherlands, Government of",,2015-05-18,2015-05-21,Humanitarian Emergency aid to earthquake affected people in Nepal  [through Oxfam Novib / Dutch Relief Alliance] (27660 (DSH0120250)),"27660 (DSH0120250), [EDRIS:71299]",4,0.904,4.424779,,4.424779,1,0,4.424779,0,0,0,0,0,0,0,0,0,0,0,0,0,4.424779,,,,FALSE
NPL,Nepal,Low income,South Asia,European Commission's Humanitarian Aid and Civil Protection Department,,2015-05-18,2015-08-17,Natural disasters / Humanitarian Assistance to Earthquake affected people in Nepal (ECHO/-SA/BUD/2015/91026),"ECHO/-SA/BUD/2015/91026, [EDRIS:-32691]",0.84,0.904,0.929204,,0.929204,1,0,0.929204,0,0,0,0,0,0,0,0,0,0,0,0,0,0.929204,,,,FALSE
NPL,Nepal,Low income,South Asia,"Sweden, Government of",,2015-05-18,2015-05-27,Secondment of IMO Protection Officer to Unicef,[EDRIS:71522],0.682,8.385,0.081336,,0.081336,1,0,0.081336,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081336,,,,FALSE
NPL,Nepal,Low income,South Asia,"Japan, Government of",,2015-05-18,2015-07-03,to be allocated to specific projects,"",178.68,119.12,1.5,,1.5,1,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,,,,FALSE
NPL,Nepal,Low income,South Asia,"Japan, Government of",,2015-05-18,2015-07-03,to be allocated to specific projects,"",119.12,119.12,1,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,FALSE
NPL,Nepal,Low income,South Asia,"Norway, Government of",,2015-05-19,2015-07-03,QZA-12/0688/Emergency Food Assistance to Earthquake Affected Populations,QZA-12/0688,15.124015,7.562,2.000002,,2.000002,1,0,2.000002,0,0,0,0,0,0,0,0,0,0,0,0,0,2.000002,,,,FALSE
NPL,Nepal,Low income,South Asia,"Norway, Government of",,2015-05-19,2015-05-19,Shelter support through NFIs and training,"",20,7.562,2.644803,,2.644803,1,0,2.644803,0,0,0,0,0,0,0,0,0,0,0,0,0,2.644803,,,,FALSE
NPL,Nepal,Low income,South Asia,"Norway, Government of",,2015-05-19,2015-05-19,"Comprehensive WASH response in the eartquake effected community in Dhading, Gorkha, Lalitpur and Bhaktapur districts","",15,7.562,1.983602,,1.983602,1,0,1.983602,0,0,0,0,0,0,0,0,0,0,0,0,0,1.983602,,,,FALSE
NPL,Nepal,Low income,South Asia,"Norway, Government of",,2015-05-19,2015-05-19,Humanitarian assistance (through local organizations/Norwegian embassy),"",4,7.562,0.528961,,0.528961,1,0,0.528961,0,0,0,0,0,0,0,0,0,0,0,0,0,0.528961,,,,FALSE
NPL,Nepal,Low income,South Asia,"Norway, Government of",,2015-05-19,2015-05-19,Humanitarian assistance,"",2,7.562,0.26448,,0.26448,1,0,0.26448,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26448,,,,FALSE
NPL,Nepal,Low income,South Asia,European Commission's Humanitarian Aid and Civil Protection Department,,2015-05-19,2015-08-24,Natural disasters / Nepal Earthquake Response: WASH for affected populations in Sindhupalchok District (Nine VDCs) (part of ECHO/-SA/BUD/2015/91029),"part of ECHO/-SA/BUD/2015/91029, [EDRIS:-32696]",0.292077,0.904,0.323094,,0.323094,1,0,0.323094,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323094,,,,FALSE
NPL,Nepal,Low income,South Asia,European Commission's Humanitarian Aid and Civil Protection Department,,2015-05-19,2015-08-24,"Natural disasters / Nepal Earthquake Response: Shelter, Non-Food Items  for affected populations in Sindhupalchok District (Nine VDCs) (part of ECHO/-SA/BUD/2015/91029)","part of ECHO/-SA/BUD/2015/91029, [EDRIS:-32696]",0.157923,0.904,0.174694,,0.174694,1,0,0.174694,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174694,,,,FALSE
NPL,Nepal,Low income,South Asia,"Finland, Government of",,2015-05-19,2015-06-02,Aid to victims of Nepal earthquakes,[EDRIS:71459],0.5,0.904,0.553097,,0.553097,1,0,0.553097,0,0,0,0,0,0,0,0,0,0,0,0,0,0.553097,,,,FALSE
NPL,Nepal,Low income,South Asia,"Finland, Government of",,2015-05-19,2015-06-09,Aid to victims of earthquakes in Nepal,[EDRIS:71461],0.6,0.904,0.663717,,0.663717,1,0,0.663717,0,0,0,0,0,0,0,0,0,0,0,0,0,0.663717,,,,FALSE
NPL,Nepal,Low income,South Asia,"Finland, Government of",,2015-05-19,2015-07-03,Aid to victims of earthquakes in Nepal,[EDRIS:71460],0.5,0.918001,0.544662,,0.544662,1,0,0.544662,0,0,0,0,0,0,0,0,0,0,0,0,0,0.544662,,,,FALSE
NPL,Nepal,Low income,South Asia,"Germany, Government of",,2015-05-19,2015-06-08,Emergency assistance to earthquake victims in the district of Sindhupalchowk / Nepal (AA-S05 321.50 NPL 07/15),"AA-S05 321.50 NPL 07/15, [EDRIS:71585]",0.2,0.904,0.221239,,0.221239,1,0,0.221239,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221239,,,,FALSE
